"","County","enrl_tot","teachers","calw_pct","meal_pct","computer","testscr","comp_stu","expn_stu","str","avginc","el_pct","read_scr","math_scr"
"29","Sutter",259.166666666667,12.8216667175293,6.92050000031789,30.634717464447,53,649.941670735677,0.204559076577425,4613.04345703125,20.4962984720866,11.9840000470479,4.52903005480766,654.499989827474,645.383321126302
"30","San Bernardino",6469.7,301.234994697571,13.4456600427628,45.7163102149963,664.5,648.789984130859,0.132826241105795,5015.35517578125,20.9809038162231,13.3947107315063,13.0258410692215,648.230010986328,649.349993896484
"31","Kings",1507.44444444444,72.0633335113525,15.2500776714749,55.2177664438883,235.666666666667,647.788892957899,0.168560833566719,5267.90950520833,20.0450083414714,10.8200742933485,13.8341086175707,648.388895670573,647.188890245226
"32","Ventura",4627.77777777778,214.360000398424,7.62047779560089,52.4894109302097,591.555555555556,646.216661241319,0.127647766636478,4964.32720269097,21.5446544223362,15.3196968502469,29.7661202748617,645.888888888889,646.544447157118
"33","Los Angeles",5830.92592592593,272.158516495316,16.6422296806618,54.9230295993664,536.185185185185,645.537048339844,0.105541992932558,5055.67214626736,21.308835418136,14.644123978085,25.0897788206736,645.033341019242,646.040744357639
"34","Butte",1152.5,60.5166673660278,36.2658996582031,68.0162340799967,186.666666666667,645.183319091797,0.234213980535666,5776.72412109375,18.9789600372314,9.20524287223816,10.7687879403432,646.34999593099,644.016672770182
"35","San Joaquin",366,18.8016665776571,8.47960003217061,42.7235999107361,44.5,643.64165242513,0.123566059861332,4885.26806640625,19.4345026016235,13.3970000743866,18.5093673865,643.133331298828,644.149993896484
"36","Lake",445,24.6650009155273,42.8905982971191,71.4215507507324,63,641.474975585938,0.151836160570383,5762.26123046875,18.5930671691895,10.7965002059937,1.9435028731823,642.850006103516,640.100006103516
"37","Imperial",1936,92.4533348083496,19.7434999545415,63.4733657836914,375.666666666667,640.683349609375,0.166269787897666,5036.14127604167,21.270785967509,9.6771666208903,30.6432948907216,637.183339436849,644.183339436849
"38","Riverside",2848.5,139,14.1309751272202,61.7674512863159,269,640.512481689453,0.107266997918487,4904.14953613281,21.0036664009094,12.8611249923706,23.4914424419403,638.774993896484,642.249984741211
"39","Mendocino",337,16.5499992370605,21.2625007629395,60.1329002380371,26,639.300048828125,0.0771513357758522,6089.91064453125,20.3625392913818,10.0349998474121,15.4302673339844,642.700012207031,635.900024414062
"40","Kern",3108.33333333333,157.319352255927,18.3664887922781,64.3258517936424,376.074074074074,639.290742097078,0.116781150163324,5165.86324508102,19.9583692903872,11.217030454565,22.6871700253752,637.577779134115,641.003702799479
"41","Tulare",898.958333333333,45.2512503067652,18.1375708977381,69.4363746643066,91.6666666666667,638.691665649414,0.110905586431424,4852.23260498047,20.5756277243296,9.91816657781601,22.286644756794,637.245836893717,640.137502034505
"42","Monterey",3549.42857142857,168.211429050991,13.5999713284629,57.5574269975935,310,637.264282226562,0.110725379948105,5171.93701171875,20.7633773258754,13.1340428079878,37.8052604581629,638.942853655134,635.585719517299
"43","Sacramento",3511.42857142857,186.063569205148,38.0709860665458,62.9243000575474,373.714285714286,637.199994768415,0.0921312932457243,5212.46030970982,19.1249190739223,11.9875679016113,20.8644778473037,638.185721261161,636.214285714286
"44","Merced",2112,103.056366313588,22.6604819731279,70.634091463956,227.909090909091,636.25,0.136182321066206,5227.23659446023,19.9462897560813,10.0182208147916,39.0938719836148,635.227272727273,637.272732821378
"45","Fresno",504.416666666667,26.3691665728887,21.0841995080312,74.4459589322408,44.75,636.237503051758,0.104589547341069,5396.97794596354,18.8684700330098,9.26900013287862,23.7214463154475,635.66667175293,636.808329264323
